smiles,drug,END,EAR,REP,HEP,BLO,REN,EYE,IMM,INF,GAS,NER,SKI,MET,MUS,RES,VAS,CAR,PSY
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,prednisolone metasulfobenzoate sodium,,,,,,,,1.0,,,,,,,,,,
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,SIDER458,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,iofendylate,,1.0,,,,,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,0.0
O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,deoxyinosine,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,0.0,0.0,
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,SIDER66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CC(N)Cc1c[nH]c2ccccc12,indopan,,,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,nadifloxacin,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,,0.0
C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,levonadifloxacin,,,0.0,0.0,,,,,,,,,0.0,,,,,
CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)OC(C)C)s2)cc1,simenepag isopropyl,0.0,0.0,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,ortataxel,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,0.0,,
OB1OCc2cc(F)ccc21,SIDER1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,bithionol,,0.0,,,,,,,,1.0,1.0,1.0,,1.0,0.0,1.0,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,perflubron,,,,,,0.0,,,0.0,1.0,1.0,,0.0,1.0,,,,0.0
Cc1cccc(C)c1Nc1ncc(-c2ccccc2)n2cncc12,n-(2;6-dimethylphenyl)-5-phenylimidazo[1;5-a]pyrazin-8-amine,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OCc1ccc(Cl)cc1Cl,dichlorobenzyl alcohol,0.0,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,clocortolone pivalate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCCCCO,stearyl alcohol,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,
CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1,n-oleoyldopamine,,0.0,,0.0,,,,0.0,0.0,,,,,,,0.0,,
O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,cp-195543,,,0.0,,0.0,,0.0,,,0.0,,,,0.0,,0.0,,0.0
NCCS,SIDER1229,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCN,butylamine,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,tipranavir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC1=C(C)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=CC1=O,visometin cation,,0.0,,,,,,,,,,,,,,0.0,,
Cc1cc(C(=O)O)ccc1COc1cc2c(cc1N(CC(C)C)S(=O)(=O)c1nccs1)CCC2,ono-8539,,,0.0,,0.0,,,,,0.0,,,,,,0.0,,
C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,tirilazad mesylate,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCC(=O)Nc1c(I)cc(I)c(C=C(CC)C(=O)O)c1I,bunamiodyl sodium,,,,,,1.0,,,,,,,,,,,,
COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,sakuranetin,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,0.0
N[C@@H](CC(=O)O)C(=O)O,aspartic acid,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
N[C@H](CCl)C(=O)O,3-chloroalaninate,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,cortivazol,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,0.0
COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,dimethylcurcumin,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,aclarubicin,,,0.0,,,,0.0,,,1.0,,1.0,,0.0,,,,0.0
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,methylprednisolone aceponate,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,SIDER1304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,SIDER1378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,clascoterone,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,betamethasone dipropionate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,meprednisone,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,oxiconazole,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,SIDER919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,segesterone acetate,,,1.0,,0.0,,,,,0.0,0.0,,,,,,,0.0
CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,algestone,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,cystine,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,sennosides,,,0.0,,0.0,,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,phenolsulfonphthalein,,,,,,0.0,,0.0,0.0,,,,0.0,,,,0.0,
Nc1ccncc1,SIDER416,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccccc1OC(=O)c1ccccc1OC(C)=O,guacetisal,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,
N[C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,s-(2;4-dinitrophenyl)glutathione,0.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,
O=c1c2ccccc2[se]n1-c1ccccc1,ebselen,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,0.0,,
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,SIDER452,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
N#C[N-2],calcium carbimide,,,,1.0,1.0,,,,,,,1.0,,,,,,
CC(C)C[C@H](N)P(=O)(O)O,leucine phosphonic acid,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,0.0
COC[C@H]1CN(C(=O)[C@]2(F)CN(C3CCCC3)C[C@H]2c2ccc(OC)cc2)C[C@@H]1c1ccc(C(F)(F)F)cc1N1CCC(C(=O)O)CC1,dersimelagon,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,psilocybin,,,,,,0.0,,,,,,,,,,0.0,,
CC(S)C(=O)NCC(=O)O,SIDER1116,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)c1ncccc1CP(=O)(O)O,3-(phosphonomethyl)pyridine-2-carboxylic acid,,0.0,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0
Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,tocopheryl nicotinate,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,
[O-][n+]1ccccc1S,pyrithione,,,,0.0,,,,,,,,,,,,0.0,,0.0
c1ccc2[nH]ccc2c1,indole,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,gestodene,,,,0.0,0.0,,1.0,,,0.0,1.0,,,,,1.0,1.0,1.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,gestrinone,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,,0.0,,
CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,ar-9281,,0.0,,,,,,0.0,0.0,,,,,,,,,
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,tyrothricin,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,
CC1=C(C(=O)c2ccccc2)[C@@H](c2cccc(O)c2)NC(=S)N1C,[(4r)-4-(3-hydroxyphenyl)-1;6-dimethyl-2-thioxo-1;2;3;4-tetrahydropyrimidin-5-yl](phenyl)methanone,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0
CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O,piroxicam cinnamate,,,,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,1.0
C=CC[C@@]12CCCN1C(=O)CNC2=O,nnz-2591,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,frakefamide,,,,,,,,,1.0,,,,,1.0,,,,
N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O,willardiine,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,0.0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,probucol,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,peoniflorin,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,
COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,pristimerin,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,
CCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)O)c(C(=O)O)c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)O,n-(3-carboxypropanoyl)-l-phenylalanyl-3-carboxy-o-(carboxymethyl)-n-pentyl-l-tyrosinamide,,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,
[11CH3]Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,pittsburgh compound b,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0
CC(C)Cc1ccc(CC(=O)O)cc1,ibufenac,,,,1.0,,,,,,,,,,,,,,
O=S(=O)(O)c1ccc2cc(S(=O)(=O)O)ccc2c1,naphthalene-2;6-disulfonic acid,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,0.0
N[C@@H](C(=O)O)C1Cc2ccccc2C1,alpha-amino-2-indanacetic acid,,,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0
CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C,n-[3-(n'-hydroxycarboxamido)-2-(2-methylpropyl)-propanoyl]-o-tyrosine-n-methylamide,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,tolnaftate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12C[C@H](c3ccc(S(C)(=O)=O)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C(F)(F)C(F)(F)F,vilaprisan,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1,suloctidil,,,,,,,,,,,,0.0,,,,,,
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,levodropropizine,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,pefcalcitol,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0
COc1cc(C)c2ccc(O)c(C(=O)O[C@H]3[C@H](O)C=C[C@@H]3O)c2c1,2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2;5-dihydroxy-cyclopent-3-enyl ester,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,
CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,tofogliflozin,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,4-bromo-6-(6-hydroxy-1;2-benzisoxazol-3-yl)benzene-1;3-diol,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,calcium 4-benzamidosalicylate,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,
O=C(O)/C=C/c1ccc(O)cc1,p-coumaric acid,,,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0
CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,onatasertib,,,,,,,,,0.0,,0.0,,0.0,,,,,
Oc1cc(Cc2ccccc2)nc(S)n1,benzylthiouracil,,,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,
Oc1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,,,,0.0,,,,,,,,0.0,,,,,,0.0
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CC1CCNC1=O,gc-373,,,,,0.0,,,,,,,,,,,,,
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,isoliquiritigenin,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,phenolphthalein,,0.0,,0.0,,,1.0,1.0,,0.0,1.0,1.0,,,,,,1.0
Oc1ccccc1,phenol,,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,
Cc1ccc2nc[nH]c2c1,5-methylbenzimidazole,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,0.0,,
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,daniquidone,,0.0,,,,,,,0.0,,,,,,,0.0,,
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,difloxacin,0.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,
Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2,t-62,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,lanosterol,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,0.0,,
O=C1CC[C@H](C(=O)N2CCCCC2)N1,fasoracetam,0.0,0.0,,0.0,,,0.0,,,0.0,,,,0.0,,,,0.0
CC(C)=CCC/C(C)=C\CS[P@](=O)(O)OP(=O)(O)O,s-[(2e)-3;7-dimethylocta-2;6-dienyl] trihydrogenthiodiphosphate,0.0,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0
CCCCNC(=O)c1cccc(NC(=O)CCCCCNc2ncnc3[nH]cnc23)c1,n-butyl-3-{[6-(9h-purin-6-ylamino)hexanoyl]amino}benzamide,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,isoxaflutole,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,,0.0
NCCCNc1ccccc1[N+](=O)[O-],n-(3-aminopropyl)-2-nitrobenzenamine,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0
CC(CCCCCCCCCCCCc1ccc([123I])cc1)CC(=O)O,iodofiltic acid i-123,,,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0
CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,talnetant,0.0,,0.0,0.0,,,0.0,,,,,,,0.0,,,,0.0
CC(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc32)C(=O)N1Cc1ccccc1,(5s)-1-benzyl-3-(1;1-dioxido-1;2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1;5-dihydro-2h-pyrrol-2-one,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,SIDER13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CCOC(=O)[C@@H](N)C(C)C)Cn1cnc2c(=O)[nH]c(N)nc21,valomaciclovir stearate,,0.0,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,
O=C(O)Cc1ccc(-c2ccccc2)cc1,felbinac,,,,,1.0,,,0.0,,0.0,0.0,1.0,,,,,0.0,0.0
CC(=N)N1CCC(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,zk-806450,,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0
O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,repinotan,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,
O=C(O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1,3-(1h-indol-3-yl)-2-[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-propionic acid,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0
Cn1c(=O)ccc2ccccc21,1-methyl-2-quinolone,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,,
N#CC1=C(c2cc(Cl)cc(Cl)c2)C(=O)N2CCC[C@]12Cc1ccc(C#N)cc1,7a-[(4-cyanophenyl)methyl]-6-(3;5-dichlorophenyl)-5-oxo-2;3;5;7a-tetrahydro-1h-pyrrolo[1;2-a]pyrrole-7-carbonitrile,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,,,,
Cc1cc(=O)oc2ccccc12,4-methylcoumarin,,,,,,,,,,,,,,,,,,0.0
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,jnj-38877605,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0
O=C(O)CC[C@H](NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NC(=O)CCCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,ctt-1057,,,,,0.0,,,,,,,,,,0.0,0.0,,
CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5-methyltetrahydrofolic acid,,,0.0,,,,,,,0.0,,,,,,,,
CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,cilengitide,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,pd-166326,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,,
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,batimastat,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(c1cccc(O)c1)C(CN1CCOCC1)=C2,al-6619; [2h-thieno[3;2-e]-1;2-thiazine-6-sulfonamide;2-(3-hydroxyphenyl)-3-(4-morpholinyl)-; 1;1-dioxide],,,,,0.0,,,,,,,0.0,,,,,0.0,
O=S(=O)(O)Oc1c[nH]c2ccccc12,indoxyl sulfate,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,
OC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,2;5-dideoxy-2;5-imino-d-glucitol,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,
CCCCc1nc(N)[se]c1CCC,4-butyl-5-propyl-1;3-selenazol-2-amine,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,enasidenib mesylate,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,dihydrouridine,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,aloxistatin,,,,,,,,,,,0.0,,,,,,,
O=[N+]([O-])c1ccc(O)cc1,p-nitrophenol,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,pterostilbene,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,
NC(=O)[C@@H](N)Cc1ccccc1,phenylalanylamide,,0.0,,0.0,,,,,,,,,,,0.0,,,
